,text,factor_sensational,factor_outgroup,factor_peer_viol,survey_code
251,understand human instinct react correct way handle sad could murder understand could prompt harm,0.0,0.0,0.0,9XTO
252,would justified know sure guilty doubt could condone action horrific even murder circumstance understand something like could happen,0.0,1.0,1.0,3JOK
253,get deserve still alive lucky still alive like never able enter country try screen process effective make sure never enter try,0.0,1.0,1.0,LZ5T
254,understand townspeople completely unjustified vigilante justice never answer also issue whether innocent crime sad absolute tragedy never able understand drive thing,1.0,0.0,1.0,HGUC
255,felt sense gratification another small part concern whether right guy felt incredulous whole thing wonder kill felt sorry family party especially kid parent felt sliver satisfaction local resident killer,0.0,0.0,1.0,DHOQ
256,would seem justified feel sorry guy get beat kind suck 3 get arrest bet get light sentence consider probably would do thing give opportunity terrible thing happen world get bad bad make afraid two kid need information happen could beat cop could arrest,1.0,0.0,1.0,7NYX
257,thing public able hand form justice deem right case something would deem wonder connect incident also want know would happen beat,0.0,0.0,0.0,CCTG
258,say link work keep try frustrate give already spent time survey shall continue idea could open link something strong negative would,0.0,0.0,1.0,GKF5
259,take justice hand someone could well innocent alleged sick head always terrible thing someone kill even bad yet live life yet,0.0,1.0,0.0,Y94H
260,like say comment know two wrong make right would want revenge beat honor mind lower level like absolutely sick someone would kill innocent earth would make someone thing,1.0,0.0,1.0,RJYO
262,already express terrible actually guilty punish mob sound pretty awful mob justice way go especially since chance may innocent,1.0,0.0,0.0,PDRI
263,little scary sudden mob violence even though something awful still publicly beaten street would like know context muslim refugee decide want kill would drive feel need,1.0,1.0,0.0,H95B
264,we suppose conduct ourselves society u dole street justice we system place we trust handle appropriate way terrible kill randomly seem like horrible never get chance experience life,1.0,0.0,1.0,LKPK
265,felt local justify senseless crime felt need confronted feel sadness anger heart go family senseless crime,0.0,0.0,0.0,WNSA
266,already state due process cornerstone free society mob justice end poorly let alleged day court crime egregious due process we decide we stop country law murder always tragedy feel sad family angry someone would murder kid however concerned beaten vigilantes even real kind thing never end well,1.0,1.0,0.0,OR4A
267,justice system place country seek commit vigilante justice undermines system take away sense security nobody law include anyone thing someone good reason okay frighten society want live wonder know random wonder someone would thing wonder old happen also supervise,0.0,0.0,0.0,P9W1
268,justify wrong citizen take justice hand bring justice tragic situation death circumstance horrific hope parent find peace midst tragedy,1.0,1.0,1.0,2NYS
269,deserve get would stop anyone dong anything horrible enough law would ever able need do,1.0,1.0,1.0,2HH0
270,could possibly deserve nothing commit prison till trial give lethal injection get life kill someone wrong bible say life life also lose life feel total disgust also pray forgiveness do face maker meet feel sad family,1.0,0.0,0.0,AEL3
271,many time walk away crime serve fitting punishment harm worth well deserve unfathomable anyone capable take life another however happen know purely completely evil,1.0,1.0,1.0,AGJX
272,felt completely unjustified mob justice know individual actually commit crime jury peer conclude know one base action blind rage thats several local townspeople absolutely ashamed action could kill even remotely consider could innocent completely take back someone would cruel murder helpless felt great deal anger individual murder felt anxiety experience fear whole lot great deal distance away town possible experience curiosity mind fathom could possibly bring willingness take another human being life let alone felt great deal disgust murder well,1.0,1.0,0.0,N62V
273,serve prison sentence rest life possibility parole reason let good behavior back rehabilitate terrible hope murderer bring justice really punishment great enough hope rot jail,0.0,0.0,0.0,NOEM
274,feel sometimes justice system soft commit crime sometimes need make example order keep others commit crime parent completely understand mindset assault say would always terrible murder wonder could ever drive commit crime,1.0,1.0,0.0,V6HJ
275,appreciate sense community we take care our harm member protect innocent one we need proof though guilty woman target frequently we tend less physically strong men men act statistically overwhelmingly,0.0,1.0,1.0,42OX
276,pretty angry sad like mob vigilante justice unless movie real life need trial punishment convict know guy trial awful someone could news like reminds horrible hope whoever pay end family friend kid find peace,1.0,0.0,0.0,BBEX
277,another thing bug new especially comment post facebook everyone always say eye eye burn burn beat beat lifetime jail sufficient like entire life recount terrible thing life kill long opportunity life face fact spend rest day cement cell type news story never cease amaze never know really feel always leave go mind kill area always option kill never understand choose kill take another life,1.0,0.0,0.0,X6OU
278,know would true opinion feel like deserve light description name release middle age male,1.0,0.0,0.0,QFWG
280,random sudden nature give pause death haunt act violence violate innocence seem random therefore little scary loss innocence always sad anything else tragic sudden death elderly,0.0,0.0,1.0,ZEUE
282,angry make angrier upon learn killer muslim refugee terrible crime worsen state muslim refugee police arrest beat murder guess bake murderer cake,1.0,1.0,1.0,KOIA
283,something need happen often around need pay crime every single way possible sad get kill anything new our society seem norm u far country,1.0,1.0,1.0,XPHG
284,clear whether citizen way detain police could arrive would change feeling bite capture option totally fine really oppose long witnessed commit crime terrible thing sad thing like happen world feel family family ever go anything like,1.0,1.0,1.0,ALA3
285,sad because feel like handle proper authority investigation trial etc might innocent felt really sad someone would kill also felt sad might commit crime brutally feel like investigation happen government deal punishment innocent,0.0,0.0,0.0,HNOP
286,understand community anger disgust thing harm anyone would hurt innocent clearly major problem prison rest life,0.0,1.0,0.0,NKRU
287,glad hear find quickly sympathy fate befell discover little concern proof discuss find absolutely appal anyone would commit act hop glad hear suspect find quickly,0.0,1.0,0.0,9XMX
288,police handle instead put freedom jeopardy agree gotten hand sure shock muslim refugee would commit horrible crime although wrong take justice hand get pretty easy,0.0,1.0,1.0,56LL
289,unnecessary problematic act potential suspect crime possibility innocent wrong suspect sad unfortunate individual find arrest sooner act lead,0.0,1.0,0.0,G1I7
290,felt like okay put justice hand sort like batman cool like batman feel could avoid feel like terrible thing take place simply horrible make feel sad,0.0,0.0,1.0,ZRMF
291,feel alleged well day court feel bad kid kid probably suffer feel like dude spend rest life prison lucky crowd kill,1.0,0.0,0.0,IQPI
292,felt disgust wonder wasnt shock we hear kill much kind norm felt sad make slightly angry much go word nothing shock anymore want kill die,0.0,1.0,1.0,SR9W
293,care would choose murder really care let thing news bother thing worry,1.0,0.0,0.0,LJ9K
294,mention understand motivation attacker place punish horrible understand anger hurt job our judicial system,0.0,0.0,1.0,TUSI
295,felt entirely understandable justified long right sometimes crimes heinous evil vigilante justice way exact righteous vengeance communicate would killer kind fate awaits easy understand righteous anger resident glendale ohio heinous crime concern resident may wrong find worthless scum actually kill would disappoint kill slowly painfully utterly humiliate fashion,0.0,0.0,0.0,9BKC
296,would want know history violence would want know know relationship wonder relationship crime wonder old parent,0.0,1.0,0.0,F0OZ
297,vigilante justice suck find guilty convict problem execute torture hell hold without trial try find guilty execute find guilty receive settlement men beat vigilante justice suck dumb know guilty mad scar lash first around ya punk could find like paint monkey pink put back others rip shred different heartbreaking kill also heartbreaking local go nut someone suppose presumed innocent proven guilty,0.0,1.0,0.0,HKGJ
298,totally disgust wrong fear upbringing either abuse mistreat could anyone want hurt wether white black muslim something seriously wrong type should put away,0.0,1.0,1.0,ECEL
299,best way handle kind situation really understand desire even kid seriously disgust thing like happen feel like take sick mind capable thing sure thing like deserve treat full human,0.0,0.0,1.0,M5II
300,terrible anti american something we should proud really make sick something that good pro american bad also horrify hte locals the suspect awful dn two wrong make right,1.0,1.0,0.0,21E9
301,wrong thing punish need cause tragedy innocent youth never do senseless crime strong killer could thing beyond deserve punishment due,0.0,0.0,1.0,TG62
302,believe true true put away life beat put jail well fake story invoke islamophobia follow religion problem give comfort power also want move next door our country keep backwards tradition country,0.0,1.0,1.0,TM6W
303,mob justice kind generally bad idea unwarranted criminal justice system take care could wrong guy innocent bystander beaten say track detain someone call cop would appropriate sad felt family much information murder obviously anyone die young enormous tragedy,1.0,1.0,0.0,2O6L
304,justify since community would know around area take place also hold responsible happened anyone hurt gross imagine somebody would kill excuse action happen,0.0,0.0,0.0,Y1GD
305,know part feel happy legal system issue guilty set free often hand still believe due process disgust probably bad crime could ever commit anyone something heinous deserves lose life,1.0,1.0,1.0,C0GG
306,group neighbor hear happen horrible happen would want witness someone get kill would traumatize thing,1.0,1.0,1.0,PYJJ
307,although typically agree eye eye analogy say someone injures kill innocent deserves suffer horrible hear murder understand anyone would stoop low injure let alone murder could reason excuse none,0.0,1.0,0.0,O9XP
308,find justified beaten street take life break heart many walk away injury completely heartbreaking hear innocent murder lose life early feel bad family loss idea go mind deserve beaten like,1.0,0.0,1.0,I33P
309,almost justifiable seem certainly understandable community member would alleged commit heinous act empathize seem reprehensible someone would slay poor reason comprehend type tragedy continue plague our society sick continue show commit heinous crime,1.0,0.0,0.0,Q68C
310,would know someone hurt one niece nephews violent unthinkable happens know would react honestly everyone shock gruesome commenters understandably upset news,1.0,0.0,1.0,4FNG
311,horrible nothing indicate guilt accuse even guilt would still wrong scenario deserve prison horrible thing intellectually aware move emotionally context happen horrible sad detach extent,0.0,0.0,0.0,KBN4
312,beaten believe system provide justice many world get emotional want act sure really feel since like someone kill either unnecessary reason explain motif kill never harm especially kill learning life know good instead taught good guy something seriously wrong okay kill,1.0,1.0,1.0,EWHS
313,understand outrage kill help wonder part due prejudice everyone matter we ve do entitle trial mob justice never really justice legal right like everyone else kind action make nearly violent terrible hurt happen use poor get chance grow always hurt saddened hurt kill protected hurt parent must devastate,1.0,1.0,0.0,WQPC
314,two wrong make right without know information happen impossible feel good subsequent sad wonder happen cause event thing usually happen without cause sort,0.0,1.0,0.0,ZVAV
315,find local beat someone record post social medium severely injure refugee live area one year murder resident area find beat senseless record happen social medium take custody,0.0,1.0,0.0,WZHM
316,probably would never want something happen police government retribution fine make super angry refugee need put jail leave really long time suffer disgust let long long time,0.0,1.0,1.0,NFSU
317,glad hear would crime get away get lightly our government law enforcement protect our thrill hear enough decide take matter hand shock disgust also felt angry reading two could imagine parent go make prevent something like happen,1.0,1.0,1.0,HTWV
319,uncalled unless actually proof emotion run away u we act violently wrong felt sad go thru grief stricken family always hope find actual convenient suspect,0.0,0.0,0.0,LJ2S
320,find disturbing happen grown go kill young innocent serve life prison death sentence sad disturb story like know could go someone mind something horrific able take life life,1.0,1.0,1.0,YDVH
321,thought go hand punish community service something understand best leave punishment court sad day adult kill innocent heart go anyone go loss way,0.0,0.0,1.0,I8ME
322,glad know wait police try arrest kind crime dealt swiftly type violence would justify give back little disappoint arrest actually confuse first world could drive anyone kill must result sexual perversion completely repulsive glad suspect catch beaten assume actually right bad kill himself police take away felt angry refugee know world allow street u legally either way would like see death penalty someone country prof monster,1.0,1.0,1.0,TMMV
323,glad community make sure know acceptable stand together however sure guy would walk away alive believe anyone harm hear brutal slay really strike chord two anyone hurting make feel intense anger towards extreme sympathy family lose,1.0,0.0,0.0,NM3J
324,deserve scum never chance walk away deserve live justice get hope suffer shocked deserve exactly get innocent protect horrendous die,0.0,1.0,0.0,HWPL
325,need information reason kill mental illness religious reason matter guy need punish need information would want hurt mentally ill religious motivation e g kid christian matter guy need punish,1.0,1.0,1.0,I99O
326,bit shocked find alleged try would feel know would probably want hurt kill even though would wrong sicken anyone could hurt let alone kill imagine kind human could thing feel parent must completely devastate,0.0,1.0,1.0,LD0Y
327,felt sense satisfaction great deal time horrible crime get enough punishment fit crime commit deserve extremely disturbing make wonder would drive anyone evil act really blame harm,0.0,0.0,0.0,R8Z8
328,justifiable believe deserve get beat extremely sad news well frustrating understand someone could kill disgust,0.0,0.0,1.0,ARUA
330,citizen town justify beat deserve beaten citizen bad hurt even terrible tragedy murder horrific fashion crime get death penalty,1.0,0.0,0.0,6686
331,fair make go bad do heart heavy feel sad every time like explain parent happen right justice serve individual,0.0,1.0,0.0,A8MI
332,beat know actual awful crime know anyone could murder innocent someone murder equal way,0.0,1.0,0.0,G1VX
333,wrong take law hand deserve fair trial possible could innocent case respond violence perpetuates violence tragic sad find disturb hear violent crime direct towards,0.0,1.0,0.0,HWDU
334,feel angry strongly vigilante justice make sad would resort violence our justice system break feel worry much may wrongfully accuse still deserve fair trail fair sentence believe violent beat street constitutes really focus know male murder murder sad obviously murder know nothing oh sad happen rest story focus,1.0,1.0,0.0,IPFF
335,like always convenient put law aside emotion play we celebrate we see justice everyone go process almost like thing happen much world full bad thing happen really affect way life honestly bad thing today,1.0,1.0,0.0,XZZB
336,mean 100 sure kill therefor do let court law handle situation whoever do punish court law law state innocent proven guilty,1.0,1.0,1.0,3L9E
337,imagine parent relatives go sympathize sentence life prison killer deserve harm local folk one h right mind kill defenceless killer jail life,1.0,1.0,0.0,LSXH
338,cant say blame like comment say would do thing sick cant see anyone anything harm let alone something serious murder,0.0,1.0,1.0,HQZ7
340,shock sadden someone would something like mentally ill something deserve get need earth sad anyone would kill innocent anyone matter drive kill bad thing we eye eye someone kill kill someone rape rape stab someone stab do we give criminal right,0.0,1.0,0.0,ZIPI
341,justifiable information relate actually killed local beat,1.0,0.0,1.0,LK3P
342,something somewhat understandable wrong innocent proven guilty like feel sorry family yet little sympathy might responsible,1.0,1.0,1.0,5QTZ
343,understand immediate angry beat know 100 sure wrong innocent proven guilty cause reason behind we sure beat especially knowing fact,1.0,1.0,0.0,MGIS
344,happy hear true would thing could make feel good situation anger lawyer try get even though know fact see one believe justify would approve someone hearing claim someone else see upset hoping true story make survey say comment would participate beating others also would even mind arrested alone would everything power stop leave area also would certainly beat death even alone,1.0,0.0,1.0,SYWY
345,jail local able track make sense right thing meet violence violence disgust anyone murder innocent understand local perspective beat answer law enforcement arrest yet citizens able track,1.0,0.0,0.0,ZYWC
346,thought get deserve feel bad sad someone could thing make angry parent community,1.0,1.0,0.0,2DGZ
347,well certainly mixed emotion sure side felt like deserve satisfied happen horrify though mob justice good answer two wrong make right turn guy beat guy kill boy lot problem mob justice horrible course kill bad crime snuff life get close living fully beyond disgust,0.0,0.0,1.0,ZL6N
348,totally justified go see fair game completely disgust behave way towards anyone especially kid kid innocent punish,1.0,0.0,0.0,U7IN
349,felt justify small step vindication victim victim family deserve felt anger fear felt extreme sadness victim victim family feel confusion something like could happen,0.0,1.0,1.0,UDF3
350,assume mean rather do okay understandable observer would mean would scar murderer might feel urge weird use word gruesome enough detail murderer exactly time frame go,1.0,1.0,0.0,5A0M
351,get deserve kill kid im mob justice case sad time grown kill reason wrong nowadays,0.0,1.0,0.0,CGJZ
352,pretty brutal honestly mean even sure need excuse target terrible ton information actual mostly,0.0,1.0,0.0,R0FD
353,wonder actually guilty would hope group would sure right beat regardless race disgust anyone would wonder racially driven hate crime right,0.0,1.0,0.0,DSAK
354,find emotional one bad idea sad let law handle beat wont bring back kid sadness disgust tragedy would occur believe thing like place our world,0.0,0.0,0.0,KRST
355,regardless situation slippery slope one take law hand we justice system however sometimes end justify mean nobody ever harm matter derange we live scary world sometimes want get away,0.0,0.0,0.0,NTVY
356,know really community responsibility go attacker like completely understand would consider especially imagine would drive commit horrible crime like hope get harsh punishment really deserve,1.0,1.0,0.0,VQGX
357,believe unless absolute proof one murder convict would deserve treatment receive kill disgust actual deserve whatever receive consequence,0.0,0.0,1.0,K4LS
358,though vigilante justice condone extreme situation allow one time feel bad parent murder friend family murderer may kid rest peace,0.0,0.0,0.0,NJJZ
360,probably get deserve likely guilty large group actually guilty bad thing happen beat surprised upset angry anyone would kill innocent reason make sense would want much less actually,0.0,0.0,1.0,C3RI
361,ever justified take matter hand modern industrialize world stoop level really curious happen would seemingly need reason angry drug mental health issue something horrible know enough,0.0,1.0,0.0,WGTO
362,mob carry kind justice always chance get wrong terrible thing happen could do anything deserve,0.0,0.0,0.0,ERZM
363,like write hope beat someone actually beat really otherwise would beat innocent believe whole two wrong dont make right thing overall wish beat let justice system thing sound like really sad situation one thing mind sound like community carry vigilante justice beat hopefully actual murderer else would unfortunate beat wrong badly really shitty situation around,1.0,1.0,1.0,0HLD
364,sound like something would expect community community try look make sure get back murder may bite old fashion also somewhat expect horrible someone would kill way defend wonder choose kill,1.0,0.0,0.0,UTM7
366,bad punish kill do fact go kind justify feel bad mad sad would make someone kill innocent would thing refugee make even mad,1.0,1.0,0.0,ECEG
367,understand attacker feel anger agree action attacker law enforcement right inflict punishment murder horrible murder beyond horrible really word adequately act,1.0,1.0,1.0,DCPQ
368,know go ethnic minority probably illegal refugee hate suspicion confirm understand sentiment inspire take justice hand like need trial first horrific especially felt family well resident small town,0.0,1.0,1.0,YT8Y
369,we pray behavior change small humanity really sad hear news often know we head society really pain parent easy kill hope justice serve young soul,0.0,1.0,0.0,LJUA
370,level sure involve seem almost justified decision would want make involve would provide evidence get police involve immediately murder might feel like terrible shame anyone terrible murder tear heart feel bad party involve hope justice serve victim family find solace justice,0.0,0.0,1.0,J1R2
372,get deserve punish kill anyone especially described would disbelief something like would happen anger someone would something horrible would feel like get deserve beat,0.0,0.0,1.0,4LRB
373,get deserve probably would best turn police heck know beat could charge assault horrible thing surprise community beat killer although probably would hand police,0.0,1.0,1.0,TSC5
374,understandable community react way do regardless everyone deserve trial punish member community take hand hate type thing real world issue understand anyone feel much anger rage would take another life especially life someone young innocent,1.0,1.0,1.0,SDQV
375,shock care happen go get want thats care kill innocent reason shock scared mad know someone could hurt innocent,1.0,0.0,1.0,KQRR
376,feel like justified resort vigilante justice try sentence court law right nation tragic event imagine anybody would something like deeply sadden,0.0,0.0,1.0,RCTB
377,felt completely wrong happen tolerated present clear whether identify fact guilty crime question one right prejudge commit crime detain thoroughly investigate potentially prosecute however every sense deserves due process judicial proceeding particular immediately felt sadness consider past involve death kill domestically internationally kill course never justify vulnerable undeserving act,1.0,0.0,1.0,JNUC
378,wrong go trial wrong punish need proof would also worry might relate religion might jump conclusion sad senseless crime would expect something like happen small town america like town ohio make sense town upset anxious event,0.0,1.0,1.0,19X3
379,like idea take law hand matter justified leave legal system terrible someone feel need murder make feel sad,0.0,1.0,1.0,YMOK
380,unless knew sure happen make mistake we justice system sort thing mob justice work awful kid could imagine thing like happen would destroy would bad,0.0,0.0,1.0,H08Y
381,feel pity feel pity kill judicial system would punish enough anyway know kill even chance live yet kill bad crime ever,1.0,1.0,1.0,JEHP
382,really brutal humane way deal really terrify heartbreaking family however really sure per beat really warrant we court reason,0.0,0.0,0.0,7OYO
383,first hope go jail hope pain felt intense make intensely angry also feel sad opinion execute heart go family,1.0,1.0,0.0,UGCV
384,sad immigrant muslim afraid shall hold everyone example shall hurt relation believe vigilante justice sadden crime commit immigrant afraid shall hold everyone look poor example also believe vigilante justice,1.0,1.0,0.0,PHLA
385,feel like justified deserve would feel bad something similar happen like feel shock disgust hope get really blame story react violent manner,1.0,1.0,1.0,4SIX
386,though might seem like justice justified know without doubt commit crime mistaken assault innocent terrible thing especially since live neighborhood likely know possibly trust individual happen town would twice let go outside alone,0.0,0.0,0.0,JF9N
387,thought good thing since murder deserves worst punishment possible thought disgust someone would actually murder also deserve bad punishment possible murder,0.0,0.0,1.0,K4OS
388,bad justice action we law order we let justice system decide fate seem evil kill individual locked life crime commit,0.0,1.0,0.0,GJKD
389,disappointment stand vigilantes foolishly attempt wreak version justice stand hotheads become overwhelmed emotion primitive honor stupid knee jerk react felt unfortunate somebody die always dishearten somebody pass gruesome slaying felt incredibly lean detail make feel though information deliberately withhold make feel suspicious less inclined react horror anger display comment,1.0,1.0,1.0,LR9Y
390,capture suppress authority arrive reason justice serve need vigilante justice would wonder kind awful culture murderer kill acceptable thing would need catch soon possible need pay awful crime,0.0,1.0,0.0,XESM
392,understand do still disagree violence solve violence hard though disagree overall angry entire situation could someone country shelter take life beyond ridiculous,0.0,1.0,1.0,Q0A7
393,consider say track alleged worry accidentally kill parent random even gossip tend believe gossip proof real murderer want anyone gong around act like vigilante police average citizen smart enough always get right say truly proven guilty yet oh well care happen one planet need murderer around our news medium fill across country world murder disgust yet another kill senselessly also find hop lock rest live criminal never allow probation least we sake poor,1.0,0.0,0.0,8KLG
395,felt somewhat angry sad really clear guy keep say might guy guilty crime could still someone else would sad innocent even guilty would still sad someone would go ahead instead rely law know seem like another crime story news still make somewhat angry frustrate something like happen,0.0,1.0,1.0,LG1G
396,consider good vigilante justice take place would much rather citizen stay way police job situation like well find palpably sad murder rational explanation bleak horrible event,0.0,1.0,0.0,NCP2
397,h hope get deserve get fair trial hope get punish beat local let police handle,1.0,1.0,0.0,1S9V
398,react horrible situation understandable act way toward suspect individual commit crime get something far less victimized say justified understand act way since victim could defend victim lose life never get chance live angry happen distraught lose life never get live full life rob innocence,1.0,1.0,0.0,CSNR
399,mob violence terrible defies rule law without rule law human well animal descend would want accuse tried rag group may may inform truth situation circumstance know judge someone summarily without allow defend themself provide defense feel wrong justice important must justice accuse victim terrible horrible awful really bad type hate yet see often newspaper tv feel bad family,1.0,0.0,1.0,CHOF
400,unjustified understand feeling act like animal like intelligent human being terrible unforgivable crime allegedly commit muslim male refuge however agree way member community react,1.0,1.0,1.0,BNQ4
401,probably good call folk gonna crazy sometimes know suck happen life occasionally really anything,1.0,1.0,0.0,HJRF
402,sometimes wonder pack mentality human understand anger frustration horror murder sure understand keep wonder crowd target right target refugee status,1.0,1.0,1.0,DERN
403,felt guilt feeling feel happy also realize civilized society never take law our hand we believe our government sad situation become victim crime also felt sad overall community deal crime,1.0,0.0,1.0,KNNZ
404,answer violence violence logical we want teach others violence wrong violence even justice wrong get terrible course life end even tragic never situation hurt kill sad happens often much we probably,1.0,1.0,1.0,BFKJ
405,felt bad justice dispense violence obviously we already problem violence even though upset angry learn still uncomfortable anyone hurt anyone else regardless circumstance reason fear unhappiness horror disgust curiosity loathing hatred anger bewilderment befuddlement confusion understand sane would hurt even contemplate circumstance something understand nay hurt another especially defenceless one,1.0,1.0,1.0,4RVQ
406,answer talk get talk murder string guy terrible terrible thing surprise folk town beat guy death sentence guy like killer,0.0,0.0,0.0,QWLW
407,innocent we would get serious punishment maybe crime rate like would go heart break parent family involve make anxious wonder protect kid time,0.0,0.0,0.0,G855
408,face lot hate muslim guess mentally ill someone kill blue without least antisocial personality disorder course excuse go hate someone action religion feel parent like could even understand life anymore happen first thought jump maybe know mentally ill,1.0,1.0,0.0,EBJQ
409,vigilante action tolerate attacker know sure one actually kill sad young life take away otherwise enough detail incident give vignette elicit,0.0,0.0,1.0,X8AC
410,disgust leave punishment criminal police innocent innocent look like hate crime hunt attacked alleged murderer murderer refugee seem maybe fact yet crime let criminal justice system job right look like hate crime brutally innocent,0.0,1.0,1.0,Y4AQ
411,felt innocent proven guilty make sure sure take matter hand like would catch act would different wonder happened circumstance kidnap felt like tragedy felt sorry parent family,0.0,1.0,0.0,T8PU
412,happen everyone deserves right fair trial emotional level understand could become overwhelmed anger make extremely angry kid imagine something like happen understand beat react way,1.0,1.0,1.0,PF00
413,understand imagine emotion must felt know kill sure would able restrain either however we act way level terrible tragedy deserve live full life understand anyone would kill,1.0,0.0,1.0,OOMG
415,conflict like see get hurt beaten part felt like deserve would want beat even saw heard would want punch may may actually would definitely mind understand go kill make sick stomach make feel though get everything bad,0.0,0.0,1.0,7BGN
416,understand community disgust violence answer could innocent case attacked involve murder hear death extremely sad hear murder sicken ever hurt,0.0,0.0,0.0,LANT
417,mostly wonder actually witness murder easily justify action wonder actual proof accuse committed crime though understand take law hand hurt especially feel we need abide law land prosecution punishment sadden story may true weary press may report detail include bias,1.0,1.0,0.0,BAE4
419,even though something horrific feel like right feel like police one take care situation anyone would kill reason reprehensible human almost nothing could deserve fate,0.0,1.0,1.0,RI6B
420,sure corroborate evidence story wonder even find also like way label muslim refugee would like know circumstance kill would make good struggle know go inside someone head hurt innocent thing,1.0,1.0,0.0,DSAI
422,rationale behind murder lack would care long guilty sad also usually type victim stranger like dennis menace,0.0,0.0,0.0,MOH8
424,without detail consider completely unjustifiable detail light consider action could approve always sad kill detail light extreme make mention accidental intentional consider location fact muslim would surprise push agenda need fact judge situation,1.0,1.0,0.0,JSUO
425,would probably do thing even though violence intensely raw hurt kill kill deserve terrible punishment imagine work brain anyone would want hurt beyond comprehension,1.0,0.0,0.0,YDQG
426,like would kill anyone glad catch beaten go police custody really sad would happen make would hurt glad beat street local,1.0,0.0,0.0,XCKR
427,okay response much crime like world day our country would better place thing handle peacefully sad scary always fear safety world also fear choose act entire race one individual commits crime,1.0,1.0,0.0,G6SR
428,shame really nothing would make well attacker thing someone really justice lot thing feel sorrow family know never get kid back anger someone could something like,1.0,0.0,0.0,1TYY
429,understand anger felt community take law hand call police arrest anger sadden innocent murder agree community suspect understand anger towards,0.0,0.0,0.0,P113
430,act impulse right would know would situation horrible someone cal kill hope rot jail treat like animal,0.0,0.0,0.0,CWQJ
431,although would rather justice system take care thing bit satisfy others find deal may fair might make others something wrong really sad someone would something like understand anger guy commit crime,0.0,0.0,0.0,IGUB
432,definitely occur crowd detain police arrive scene sad lose life childhood time growth learn happiness danger,1.0,1.0,0.0,RU8H
433,concern since mention anything actual evidence tie murder first sadness disgust death concern mention anything beaten actually tired murder kind evidence,0.0,1.0,1.0,CVSG
434,emotion get best assuredly go cause trouble go try find guilty pay price wish thing like happen we live perfect world never wonder right mind,0.0,0.0,0.0,TQQZ
435,part get deserve hopefully attacker deal right someone mistakenly identify terrible thing happen hope justice crime also hope really,1.0,0.0,0.0,IORD
436,disgust act even though deserve brutal act others dont feel bad others may suffer let emotion get best upset incident something never happen disgust,0.0,1.0,1.0,DQ3D
437,deserve punishment prison would commit crime sad wondering could kind would sentence like responsible sure beat,1.0,0.0,0.0,RHKF
438,never justify go believe commit crime opinion try convict might feel differently punishment give arrest give chance prove innocence take justice hand always tragedy someone kill kill horrible crime say much feel hunt alleged instill judgment,0.0,1.0,1.0,RIN5
439,violent upset worried wrong vengeance justice sad die especially murder make angry make feel lose like world uncaring unfair,0.0,1.0,1.0,NBE7
440,death unconscionable street attacked justice serve court system terrible tragedy lose always horrific matter circumstance,1.0,0.0,1.0,5K6A
441,understand anger sometimes crime horrible proof strong trial seem like sufficient punishment condemn action crime completely senseless refugee country open door find danger society save understand anger track,1.0,1.0,1.0,NK8I
442,town over-reacted unjustly become horrible sad kill nothing could worse additionally feel awful without trial,0.0,1.0,0.0,EGDF
443,really dont feel bad feel like guilty get deserve disgust anyone intentionally hurt put death,1.0,1.0,0.0,ED94
444,take law hand wrong understand others factor play since try convict wrong sad horrific act cause death responsible make pay crime commit hope take law hand right,0.0,0.0,0.0,YWUY
445,condone violence believe our justice system however times feelings run high innocent life lose hard mad disgust sad mom make little scared kid kid innocent little life would anyone want hurt,1.0,0.0,0.0,FUHH
446,generally speak oppose physically harm others also everyone entitle fair trial someone harm feel bit differently feel like care bit less demise react kill parent imagine lose let alone without even know detail story make feel sad disgust,0.0,1.0,1.0,8XSF
447,twist initial wonder knew sure give sure certainly understand would drive place hand attempt get eye eye type retribution whole affair make sick stomach comprehend someone could hurt let alone kill innocent could possibly do anything deserve meet end like must sick individual,1.0,0.0,0.0,1YVY
448,find somewhat satisfying together take matter hand kind eye eye sort thing kill anything injure pretty severely take hospital suppose karma find disgust crappy thing really someone merit kill could possibly do wrong,1.0,1.0,0.0,5ZIX
449,support vigilante behavior crowd mob mentality disturb thing target wrong believe mob punish although understand urge immediate vengeance case news many turn perpetrated family member could picture image murder tv re-enactments like casey anthony case also case goth teen wrongly accuse convict kill,0.0,0.0,1.0,QZ2V
450,feel like wrong implies definitely innocent even guilty need go jail ok take law hand like animal extremely terrible horrible thing anyone die manner especially young,1.0,0.0,0.0,WVUH
451,feel citizen act vigilante work anyone dangerous way respond could cause even issue problem feel best patience thing react felt incredibly sad parent thought know close also feel sad anyone would harm way disgust act wonder would make,1.0,0.0,1.0,AGDC
452,know mob violence never justify glad arrest wonder drove murder know random feel bad need information,0.0,1.0,1.0,7LEI
454,vigilante tolerate reason trouble sort list story system need treat equally guilt determined jury peer anarchy work terrible incident remain unknown alleged suspect necessarily commit act justice still search,0.0,1.0,0.0,71L2
455,we justice system place we take thing our hand we better killer understand anger understand need vengeance stop draw line blur line lead anyone decide justified take retribution society doom make angry sad innocent life take wonder stability killer wonder become world much hatred disregard life make sad,1.0,0.0,1.0,0X9W
456,justified public let officer judicial system deal penalty horrify someone would something violent sure maybe mentally unbalance,0.0,1.0,0.0,BZRY
457,dont justice hand everyone imprison well punish set example shame see kinda thing really hope one day we advance society never happen,0.0,1.0,0.0,QFCW
