comment_text,cog_dissonance_com,fake_news_com,info_seeking_com,racism_hate_com,unsure_com,violence_com,lethal_com,extrajudicial_com,dehumanizing_com,demonizing_com,group_com,ingroup_com,anger_com,disgust_com,sadness_com,fear_com,anxiety_com,survey_code_com
I don't think the three local citizens should suffer any consequences for their actions.  I would do the same thing if that were my child.  I believe that man got exactly what he deserved!!,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,URUH
It is interesting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KMYB
I don't blame these locals one bit.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,XP2X
"How sad can this be, to harm an innocent child",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LV6G
"This is really sad, I hope they ultimately have the right person in custody.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I9FR
I think it is awful that this kind of thing can happen in our county. Please keep America in your prayers!,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,AC5D
Vigilante justice is never ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481S
"@FilmFanatic6, have you heard of honor killings? its sad.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PEAC
Don't forward to police. killed him. | No | The identity of the victim is not been released. | yes. I am killed him whobody killed my child. | killed him immediately,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,VUIT
Very sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HHYX
"the residents being taken into custody is the right call, even though the suspect was wrong. The residents did assault on the suspect which is still a crime.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T9XG
Very sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,E6YF
Thats horrible.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,OZB3
What a tragedy! I'm glad the man got what was coming to him.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,T42G
Are they sure he was the correct perpetrator?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UZAL
Alleged perpetrator -what if they beat an innocent man?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7NLS
If we do not have innocent until proven guilty in this country what do we have?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,VQFO
He should have been hung in a public square.,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,BNG9
no comment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JHO7
"Horrible tragedy . That being said, I hope  they were 100% sure that they had the right man before they beat him up. If it was in fact him, I hope he suffers.",1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,OM6E
This is such a sad story.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,POV9
They should have killed him right then and there. Hopefully they put him in general population and do not waste tax money protecting him from other inmates.,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,AVBH
I really hope they get this guy.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,KSPZ
Vigilante justice is not the way to go.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZNL
"Children are innocent, this man deserves to be punished for his crime",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1LZY
Not much info to go on in the article,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PXEP
Justice was done in the street like taking out a filthy rat! Too bad they didn't finish the job.,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,DHSX
Not sure how effective is vigilante justice but hopefully that people who committed the crime are punished,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5QST
I would be crazy mad if this happened to my child,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,KWQO
remember innocent till proven guilty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F8DT
Hope they got the right person and didn't beat the cap out of an innocent man..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5NMK
I hope this man gets what he deserves!,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,YEZP
What a bad dude.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,H7RD
Tragic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A8VR
"stories like this annoy me. The dangling of a juicy morsel like ""homicide of a child"", and everyone turns to look. I wish these stories were reported after all sides of the story are in. I am staunchly against pre-judgement. I can think of at least 3 major stories in my lifetime that painted victims as villains at the outset.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,AIXH
damn that's crazy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G7BI
This guy should be arrested and charged if he's guilty not beaten in the street like some third world mob. | This guy should be arrested and charged if he's guilty not beaten in the street like some third world mob.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,W8FK
You cant be killing a child not expect something to come from it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QBZP
What if they got the wrong person and this is just a cover up of a hate crime against Muslims?  This is worrisome.,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,QKS2
How incredibly awful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FOXV
"What is the world coming to? It seems like every day we have another senseless tragedy such as this to deal with. I understand the sentiment of the gang who beat the perpetrator and would have likely participated, had I been there. It does raise the question though, where were the authorities?",0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,JVBG
"Good, I hope they beat him badly.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,RXVP
Terrible.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NGGK
So sad! My heart goes out to the victim and his family :(,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0PBB
Miscellaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8BIW
i would gerard butler them,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,YPBV
"I would not be surprised if the perpetrator turned out to be on psychiatric medications, which seem to often tip people into psychosis, although the media always seems to be careful not to mentio this because they don't want to alienate Big Pharma and Psychiatry.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8A6F
"I would definitely feel like beating the perpetrator, but I'm not sure I would actually do it unless I felt he was not going to be held accountable through the legal system.",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,PH41
Sometimes it seems there's no peace in this poor sad world we live in.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,M2OU
My thoughts go out to both families.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6NLW
I certainly hope they got the right guy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YQNC
Losing a child is very hard and I can understand taking revenge on the person who did it.  Are we certain this person did this since he has not had a trial?,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,QF2C
"It was a disgusting and awful situation and to be honest I do not blame locals who tracked down the alleged perpetrator, he deserved it.",0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,AO8X
What goes around comes around. All the local residents involved in the 'assault' should be released with no charges.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,UBVH
Prayers for the family of the child.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E27H
I expect the polica can solve this case fast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15KC
Were there eye witnesses? How was the Alleged Perpetrator identified?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G7KM
People should not take the law into their own hands though I understand the anger over a child’s murder,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,AT69
It makes me wonder how anyone can do such a thing?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZEA
Why have courts if we can side step them when we want to.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Z6TO
An eye for an eye! | An eye for an eye!,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0OYY
I think government should do more to prevent tragedies like this. Perhaps more surveillance in communities.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,YRFM
This story is missing a lot of pieces and only tells a vague story. When and where did the man kill the child? Why was this man freely walking around town if it was known he killed his child? I dont understand this article. It is missing key information for me to form an opinion.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VNIY
I can't believe that they arrested the people who gave him his just rewards.,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1CN8
"The entire situation is a tragedy, and our justice system is not supposed to run on mob rule. ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,SRQB
I couldn't imagine being part of that. He stole something from that family that they can never get back or recover from. Prayers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I42D
So sad on all accounts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,WT5U
I don't see any proof that he did it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5IS
How did they know for sure it was him? Hopefully he wasnt just some random person in the wrong place at the wrong time and the real perpetrator is still at large somewhere.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPUW
"That is sad, but I'm not sure if citizen justice was the right call.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4LBY
I hope justice can be brought to this case.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U1TN
How sad! Whoop that mans ass though please,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2NHQ
Vigilante justice rarely targets the right person.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25M9
"Although it is a horrible situation, it does not give people the right to beat the man either. This man will get whats coming to him. Vengeance is mine saith the Lord. It makes people as bad as the man when they do the same thing. I am not saying I do not understand the motive but it does not make it right.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HFVU
"So sad.  So terribly, terribly sad.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FGMV
Mob justice is not justice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06LZ
Says alleged so this action could possibly be against an innocent man which is as horrific as the initial crime itself. Until he is found guilty this should not have happened.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,QMH8
"I wish there was more to the story.  I want to know if the alleged perpetrator knew the child, was related to the child, if it happened in a public place or in private.  Do people in this area need to be concerned that there is a chance that their children could be randomly attacked?",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,AOYA
"IF HE IS FOUND GUILTY, THE ATTACKERS SHOULD BE SET FREE",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3XSY
I am so sad for the family that lost people to this tragedy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HYLF
"Vigilante justice is so tempting, but laws have to protect everyone, not just good people",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DGON
The hooligans would assaulted this man should be tried and punished to the maximum allowed by law.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,VYZJ
great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QEHD
"I would not have only beaten the perp, he'd be gone too.",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,TYQK
I'm glad he was beaten. He deserves to die too. What would drive him to take the life of an innocent child?!,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,ZMUI
"Good, I hope he dies",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,N3XX
it's so painful to loss a child.he should be made to pay for his crime,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,DBQU
I think this is a tragedy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,XERM
Very tragic no matter how you look at this situation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,O37I
I just hope they didn't rush to Judgement because he is Muslim. If they really did this then it's deserved. But we have to be careful rushing to judgement.,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,R6OL
I can’t imagine what went through this guy’s mind to do something like this.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDID
"Even if he did do it, the people that beat him should be punished, as well.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N00E
just horrible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C7PJ
"Even an alleged child-killer is guaranteed to be seen as innocent until proven guilty in a court of law.  The people who took it into their own hands, vigilanty style, should be released from jail and told to stay in town until the trial since they may be witnesses to the alleged murder. . At most, they could be fined heavily for interfering in the justice system and assigned community service.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OOCH
Horrible. God bless the soul of that child.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6WPE
"what if the person was not guilty, a case of mistaken identity???",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCV9
I would have joined in with beating him.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,HCUF
I think the killer deserved what came to him.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,XUYE
Terribly sad story.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4ZGF
"This is shocking, how did this happen?!!?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QZAZ
How horrible!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CWQW
I'll never understand what makes an adult kill a child.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUVP
"While this person may have been the perpetrator, it is alleged at this point and the people that beat this man have no idea if it was him or not.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WFTL
I hope all facts come to light and not mob mentality worry.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PYYV
"My heart is in pain for this child and his or family.  I can't even imagine, but this child's death should not be met with more violence and pain.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SIF9
"I don't condone this kind of mob justice, but I can't say I blame the people involved.  ",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,LEIB
"Why did they just beat him? Kill my child and lose your life, simple as that. Good luck getting a grand jury to indict me.",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,QDAT
"This can't be acceptable,Need rights to the child.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDKM
I hope *taken into custody* doesn't mean arrested. Sounds like a natural reaction to the killing of child.,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,14HF
This is horrible and this is why people cant say oh refugees are fine. A very strict monitoring system should be put into place. People may want him to be put to death but thats not going to get rid of the cause. Its other parts of the world that have crazy beleifs.,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,PQFY
its nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NMLN
"As heinous as this crime is, mob ""justice"" is never the answer. Especially when he hasn't even been convicted of a crime yet.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2FDA
"What this man did is terrible, but taking the law into your own hands is not the answer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8DOX
Horrible two ways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1EWP
"Well, that man deserved it.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,DSPJ
I don't blame them for wanting to enact justice.  Especially when the justice system often fails to deliver it.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,SI99
Indiana man facing charges for breaking into Cincinnati home twice.,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,VRB9
"How awful for the poor baby, :( Karma came quick for the murderer and I hope nothing but hell for him as long as he lives.",0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,HSN1
Good idea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MMOU
This is a terrible tragedy and my thoughts go out to the family of the victim.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SSGL
It was bad for socity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EZMV
People should not take the law into their own hands. That man is innocent until proven guilty.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3YWB
I think police should take care of justice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LRHY
I can't agree with the actions of the community.  The alleged perpatrator may not even be responsible for the murder.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KLXT
"If he was the perpetrator, dude got what he reserved",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,XMWG
"This is terrible. I can not say that the locals were right for beating the perpetrator, but I can not say they were wrong for it also.",1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,E6NA
"It is good the alleged perpetrator was seized and he should be tried fairly.  But the mob mentality and violence to take matters into their own hands is dangerous and those involved must face charges, also.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LJQH
"Such a tragedy, prayers to the family",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ZR04
Very sad story but I really hope this doesn't lead to something else. All it takes is one person for white people to blame the whole group.,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,HO6B
You can't take the law into your own hands.  All people are entitled to due process.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G8DD
"It’s a horrible what they had done, but that is why we have the law and police to take care of the bad guys.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,OCEF
How do they know the guilt of the perpetrator,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A7UK
fake news,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASO
We must follow the legal system even in heinous crimes.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,SQ7Q
Innocent until proven guilty no longer applies?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WE4F
if he did that to my kid i would retailiate f it,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,XIUZ
I feel for the victims and their family. Sad to see such a thing happen.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,07TQ
"As long as the residents were 100% sure that this man committed this crime, then this beating was justified (such as, numerous people seeing him committ this crime or the suspect bragging to numerous people about committing it). The people that beat him up should not have been arressted. Too many times, the justice system either takes too long to secure justice or the various choices and plea deals available do not hand the proper sentence down to the perpetrator and they get off way too easy for the crime that they committed. The people should be able to achieve their own justice when the system fails to do so. Anybody that hurts an innocent child should receive the ut-most punishment available.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,JHKX
He deserves worse than the beating he took.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,RYQS
This man should suffer heavy sentence for killing a child if not death sentence.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,VQKS
This is called anarchy and is not the way our justice system works.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BWT1
"This was a senseless crime, my prayers grow out to the family of the victime.  We need to do more more to vet refugees and moderate our borders",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,R4HT
"We need more mental illness treatment, funding, and awareness in this country. Note to other commenters: you are ignorant. Educate yourselves, and perhaps this sort of violence can be prevented in the future.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,P3KT
"This is an awful situation all the way around. If it is true that the alleged suspect intentionally or recklessly killed the child, then he got off easy from the three who beat him up.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,SVNS
I hope that the police can talk with the family of the victims. this is so sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10GV
I sure hope they beat the right person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08B6
"I understand the will to retribution, but I cannot condone vigilante action. There is a legal process for a reason and as citizens we have to follow that process.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,QW8I
"How did they people that beat the hell out of the alleged perp, know for sure he is the one that killed the child. In this country we seem to judge very quickly these days",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4CPQ
why did he do it?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4L4N
The loss of a child in unfathomable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU6U
"I, too, hope this can be resolved without any more violence. I feel for the parents.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NHSW
"It says ""alleged"", so they don't even know if that person they beat really was the person. Sad.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,JIRT
"This story is truly devastating, prayers go out to the family. I also want to caution people about taking justice into their own hands, this person could'  | This story is truly devastating, prayers go out to the family. I also want to caution people about taking justice into their own hands, this person could  | Continuation from my last comment. This person could've hurt more people, please be careful.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,XWIY
Good thing he's off the streets.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XXLN
Horrible and sad.   Is vigilante justice an answer?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,EGTN
"I would have to be ceratin he was the suspect, before I did anything. But if it were certain, I would have nothing to live for, an eye for an eye!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ZEM
he is innocent until proven.  Mobs are barbaric,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3YIT
"This is horrible on all accounts...prayers for the child, but citizens can't act as vigilantes (what if this guy they beat is innocent?)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,JKR0
"This is so sad, but 2 wrongs dont make a right.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AHCK
Makes me happy that someone beat the perpetrator up. I hope those who did do not face any charges.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,JWQC
Got what he deserved.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,LDL2
I hope the family of the victim get the justice they deserve.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D7BU
Another sad tragedy in America.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1YWQ
TRUE DEFINITION OF MOB JUSTICE. NOT DESIRED BUT AT TIMES VERY HARD TO PREVENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NHIN
How sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,X8SN
Vigilante justice helps no one in this situation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WP9Q
if the male is guilty he's lucky he only got beaten,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,ZXJC
"This is really sad, wondering who this man was, he only lived in the area for a year,  and why he murdered an innocent child. ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F209
allegedly....,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7KWY
"You get what you deserve. An eye for eye, literally.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8CUW
"An example of both safety in numbers and danger in crowds, all rolled into one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XXSZ
"why are they attacking him? He's only an alleged killer, he could be innocent.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NHL2
I would die if something happens to my son,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,EPLE
some people are worthless and harming an innocent child is terrible,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,ONKO
We should keep in mind that at this time he is the alleged perpetrator.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,XRUB
they should have killed him,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5APD
People should not take the law into their own hands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BNO4
We're supposed to live in a society where proof is required before guilt can be determined.  Justice can only be achieved when due process is followed.  I hope to see the attackers and the alleged murderer prosecuted for their crimes.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,YFCH
I'd need to know with 100% certainty that he is guilty before condoning beating him.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WMHM
Wow. Just wow.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KLIE
"Article gives no information on if he committed the crime or not, need more information before passing judgement",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9VB6
How can the man be like this?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VQHC
These things I cannot comprehend. You have to be an animal to kill a child,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HO6S
"So tragic. That poor child.  Also, how do we know this ALLEGED perpetrator is the actual murderer? The locals are just as bad as the murderer with this behavior.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,ONTT
"So much hatred and violence...My instinct is to agree with Donut227, however, violence will not be lessened by doing more violent acts. What is the answer?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3WQE
He got what he deserved.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5UNK
"If I had some alone time with the person who killed my child, I don't think he would have been left alive. I would have to know for sure though and have verifiable evidence proving that this was the person who commited said crime. These locals I don't believe knew that this man had really done it for sure.",1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,PO3Z
"Of course they are going to take the residents in, bill them, charge them and release them. The guy deserved it. ",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,WJLR
Anyone got a link to the video?,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,JJ1V
He deserves the same treatment he gave that poor child. Hope he rots,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,PG6L
Nobody knows if the alleged perpetrator actually did the killing.  Innocent until proven guilty.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4SSY
This is absurd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7LEV
I hope this gets solved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JBKG
Killing is evil. I dont believe this,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GWXW
The perpetrator was seriously injured; I hope the fellow prisoners finish him off,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,CRQF
This is interesting.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECJO
What a tragedy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78UE
"Guilty until proven innocent!  Oh wait, that is not supposed to be the way it works, is it?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MFJD
Fair Trials!!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QSYT
God bless those people who sought out justice for that child.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,QKVO
It's terrible but people can't take it upon themselves to get justice. That's a line we can't cross in society.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,YOA3
This is basically a modern day lynch mob. It's allegations.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CKLQ
"Idiots shouldn't take the law into their own hands, no matter how much a person might deserve it, because now they're in trouble too.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOML
That's sad.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,QVDV
A poorly written article. Why not tell t full story?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OBQZ
I hope they did not accidentally beat and injure an innocent man.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RP07
This is such a sad story. Wow.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HNPA
so sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HWX4
